SAP Invoice No,Billing Item,Date,Invoice creation time,Customer Number,Customer Name,Product Code,Material Discription,Quantity,Unit of Measure,No. of Boxes,Billing Type,Plant,Plant State,Cust. Reg,Customer GST No,Billing Type,HSN/SAC Code,Invoice Value,Transporter Name,LR No,Shipping Bill No,Truck No.,Delivery,Plant Name,Customer Location,Customer Pincode,Transporter Name,Transporter ID,Transporter (LR) Document Number,Transporter (LR) Document Date,Distance (KM),Vehical Number,Vehicle Type,EWB Number,EWB Date,Month, Length O.D.in mm , Breadth O.D.in mm , Height O.D.in mm ,Volume,TotalVol
3172472554,10,02-03-2018,6.43.42 AM,3724862,VIVEKSHIL AGRO SALES PRIVATE LTD,33575,15A,-88,L,22,ZY61,4752,Maharashtra Central,MH,27AADCV6008R1ZR,Return credit note,38089290,"-4,18,364.41",,,,,8853578180,SYNGENTA INDIA LTD - Pune,Niphad,422209,,,,,0,,,,,2,195,195,283,0.010761075,0.23674365
3172472554,20,02-03-2018,6.43.42 AM,3724862,VIVEKSHIL AGRO SALES PRIVATE LTD,36834,16A,-56,L,14,ZY61,4752,Maharashtra Central,MH,27AADCV6008R1ZR,Return credit note,38089290,"-2,74,634.40",,,,,8853578180,SYNGENTA INDIA LTD - Pune,Niphad,422209,,,,,0,,,,,2,342,182,240,0.01493856,0.20913984
3172472554,30,02-03-2018,6.43.42 AM,3724862,VIVEKSHIL AGRO SALES PRIVATE LTD,59353,122A,-4,L,1,ZY61,4752,Maharashtra Central,MH,27AADCV6008R1ZR,Return credit note,38089290,"-20,263.40",,,,,8853578180,SYNGENTA INDIA LTD - Pune,Niphad,422209,,,,,0,,,,,2,357,292,165,0.01720026,0.01720026
3172472650,10,02-03-2018,10.20.20 AM,3724862,VIVEKSHIL AGRO SALES PRIVATE LTD,47946,205A,-90,L,9,ZY61,4752,Maharashtra Central,MH,27AADCV6008R1ZR,Return credit note,38089290,"-4,14,216.82",,,,,8853608858,SYNGENTA INDIA LTD - Pune,Niphad,422209,,,,,0,,,,,2,467,195,285,0.025953525,0.233581725
3172472526,10,02-03-2018,6.25.06 AM,3724862,VIVEKSHIL AGRO SALES PRIVATE LTD,47894,132A,-16,L,2,ZY61,4752,Maharashtra Central,MH,27AADCV6008R1ZR,Return credit note,38089290,"-78,007.15",,,,,8853603785,SYNGENTA INDIA LTD - Pune,Niphad,422209,,,,,0,,,,,2,340,340,210,0.024276,0.048552
3172472535,10,02-03-2018,6.27.21 AM,3724862,VIVEKSHIL AGRO SALES PRIVATE LTD,47946,205A,-40,L,4,ZY61,4752,Maharashtra Central,MH,27AADCV6008R1ZR,Return credit note,38089290,"-1,84,096.37",,,,,8853603328,SYNGENTA INDIA LTD - Pune,Niphad,422209,,,,,0,,,,,2,467,195,285,0.025953525,0.1038141
3172472560,10,02-03-2018,7.18.21 AM,3724862,VIVEKSHIL AGRO SALES PRIVATE LTD,33161,149A,-290,L,29,ZY61,4752,Maharashtra Central,MH,27AADCV6008R1ZR,Return credit note,38089199,"-2,60,027.51",,,,,8853602532,SYNGENTA INDIA LTD - Pune,Niphad,422209,,,,,0,,,,,2,467,195,285,0.025953525,0.752652225
3172472544,10,02-03-2018,6.30.09 AM,3724862,VIVEKSHIL AGRO SALES PRIVATE LTD,37543,206A,-50,L,5,ZY61,4752,Maharashtra Central,MH,27AADCV6008R1ZR,Return credit note,38089290,"-2,37,363.72",,,,,8853608822,SYNGENTA INDIA LTD - Pune,Niphad,422209,,,,,0,,,,,2,392,317,225,0.0279594,0.139797
3172472574,10,02-03-2018,7.29.12 AM,3724862,VIVEKSHIL AGRO SALES PRIVATE LTD,33161,149A,-50,L,5,ZY61,4752,Maharashtra Central,MH,27AADCV6008R1ZR,Return credit note,38089199,"-45,389.84",,,,,8853544880,SYNGENTA INDIA LTD - Pune,Niphad,422209,,,,,0,,,,,2,467,195,285,0.025953525,0.129767625
3172472557,10,02-03-2018,6.56.45 AM,3724862,VIVEKSHIL AGRO SALES PRIVATE LTD,22247,57A,-140,KG,14,ZY61,4752,Maharashtra Central,MH,27AADCV6008R1ZR,Return credit note,38089290,"-2,10,248.23",,,,,8853577526,SYNGENTA INDIA LTD - Pune,Niphad,422209,,,,,0,,,,,2,617,397,315,0.077158935,1.08022509
3172472559,10,02-03-2018,7.14.08 AM,3724862,VIVEKSHIL AGRO SALES PRIVATE LTD,22232,58A,-20,KG,2,ZY61,4752,Maharashtra Central,MH,27AADCV6008R1ZR,Return credit note,38089290,"-30,942.07",,,,,8853577519,SYNGENTA INDIA LTD - Pune,Niphad,422209,,,,,0,,,,,2,477,377,515,0.092611935,0.18522387
3172472603,10,02-03-2018,8.53.57 AM,3724862,VIVEKSHIL AGRO SALES PRIVATE LTD,59351,103A,-8,L,2,ZY61,4752,Maharashtra Central,MH,27AADCV6008R1ZR,Return credit note,38089290,"-37,565.98",,,,,8853627978,SYNGENTA INDIA LTD - Pune,Niphad,422209,,,,,0,,,,,2,195,195,283,0.010761075,0.02152215
3172472624,10,02-03-2018,9.12.06 AM,3724862,VIVEKSHIL AGRO SALES PRIVATE LTD,55119,189A,-36,KG,9,ZY61,4752,Maharashtra Central,MH,27AADCV6008R1ZR,Return credit note,38089199,"-2,26,043.80",,,,,8853544799,SYNGENTA INDIA LTD - Pune,Niphad,422209,,,,,0,,,,,2,437,352,215,0.03307216,0.29764944
3172472624,20,02-03-2018,9.12.06 AM,3724862,VIVEKSHIL AGRO SALES PRIVATE LTD,55120,190A,-20,KG,5,ZY61,4752,Maharashtra Central,MH,27AADCV6008R1ZR,Return credit note,38089199,"-1,21,451.03",,,,,8853544799,SYNGENTA INDIA LTD - Pune,Niphad,422209,,,,,0,,,,,2,477,282,225,0.03026565,0.15132825
3172472629,10,02-03-2018,9.15.21 AM,3724862,VIVEKSHIL AGRO SALES PRIVATE LTD,60916,148A,-80,KG,20,ZY61,4752,Maharashtra Central,MH,27AADCV6008R1ZR,Return credit note,38089199,"-3,67,590.58",,,,,8853605905,SYNGENTA INDIA LTD - Pune,Niphad,422209,,,,,0,,,,,2,437,352,215,0.03307216,0.6614432
3172472634,10,02-03-2018,9.21.14 AM,3724862,VIVEKSHIL AGRO SALES PRIVATE LTD,15812,104A,-30,L,6,ZY61,4752,Maharashtra Central,MH,27AADCV6008R1ZR,Return credit note,38089290,"-1,03,142.64",,,,,8853626912,SYNGENTA INDIA LTD - Pune,Niphad,422209,,,,,0,,,,,2,352,287,190,0.01919456,0.11516736
3172472555,10,02-03-2018,6.50.43 AM,3724862,VIVEKSHIL AGRO SALES PRIVATE LTD,59352,137A,-8,L,2,ZY61,4752,Maharashtra Central,MH,27AADCV6008R1ZR,Return credit note,38089290,"-38,751.60",,,,,8853627958,SYNGENTA INDIA LTD - Pune,Niphad,422209,,,,,0,,,,,2,342,182,240,0.01493856,0.02987712
3172472556,10,02-03-2018,6.53.31 AM,3724862,VIVEKSHIL AGRO SALES PRIVATE LTD,59354,139A,-10,L,5,ZY61,4752,Maharashtra Central,MH,27AADCV6008R1ZR,Return credit note,38089290,"-53,193.76",,,,,8853578182,SYNGENTA INDIA LTD - Pune,Niphad,422209,,,,,0,,,,,2,262,202,250,0.013231,0.066155
3172472493,10,02-03-2018,6.03.43 AM,3724862,VIVEKSHIL AGRO SALES PRIVATE LTD,35646,134A,-200,L,40,ZY61,4752,Maharashtra Central,MH,27AADCV6008R1ZR,Return credit note,38089290,"-6,65,620.26",,,,,8853626908,SYNGENTA INDIA LTD - Pune,Niphad,422209,,,,,0,,,,,2,412,177,230,0.01677252,0.6709008
3172472493,20,02-03-2018,6.03.43 AM,3724862,VIVEKSHIL AGRO SALES PRIVATE LTD,36686,5A,-40,KG,10,ZY61,4752,Maharashtra Central,MH,27AADCV6008R1ZR,Return credit note,38089199,"-1,11,258.74",,,,,8853626908,SYNGENTA INDIA LTD - Pune,Niphad,422209,,,,,0,,,,,2,237,237,300,0.0168507,0.168507
3172472493,30,02-03-2018,6.03.43 AM,3724862,VIVEKSHIL AGRO SALES PRIVATE LTD,35644,136A,-252,L,42,ZY61,4752,Maharashtra Central,MH,27AADCV6008R1ZR,Return credit note,38089290,"-8,10,964.79",,,,,8853626908,SYNGENTA INDIA LTD - Pune,Niphad,422209,,,,,0,,,,,2,302,197,285,0.01695579,0.71214318
3172472493,40,02-03-2018,6.03.43 AM,3724862,VIVEKSHIL AGRO SALES PRIVATE LTD,36683,6A,-28,KG,7,ZY61,4752,Maharashtra Central,MH,27AADCV6008R1ZR,Return credit note,38089199,"-80,067.36",,,,,8853626908,SYNGENTA INDIA LTD - Pune,Niphad,422209,,,,,0,,,,,2,417,212,258,0.022808232,0.159657624
3172472505,10,02-03-2018,6.10.08 AM,3724862,VIVEKSHIL AGRO SALES PRIVATE LTD,36685,4A,-44,KG,11,ZY61,4752,Maharashtra Central,MH,27AADCV6008R1ZR,Return credit note,38089199,"-1,34,341.30",,,,,8853544799,SYNGENTA INDIA LTD - Pune,Niphad,422209,,,,,0,,,,,2,435,330,233,0.03344715,0.36791865
3172472505,20,02-03-2018,6.10.08 AM,3724862,VIVEKSHIL AGRO SALES PRIVATE LTD,36835,14A,-8,L,4,ZY61,4752,Maharashtra Central,MH,27AADCV6008R1ZR,Return credit note,38089290,"-42,555.01",,,,,8853544799,SYNGENTA INDIA LTD - Pune,Niphad,422209,,,,,0,,,,,2,262,202,250,0.013231,0.052924
3172472558,10,02-03-2018,7.02.55 AM,3724862,VIVEKSHIL AGRO SALES PRIVATE LTD,57822,17A,-60,L,15,ZY61,4752,Maharashtra Central,MH,27AADCV6008R1ZR,Return credit note,38089290,"-2,31,449.55",,,,,8853544773,SYNGENTA INDIA LTD - Pune,Niphad,422209,,,,,0,,,,,2,357,292,165,0.01720026,0.2580039
3172472570,10,02-03-2018,7.25.31 AM,3724862,VIVEKSHIL AGRO SALES PRIVATE LTD,33161,149A,-30,L,3,ZY61,4752,Maharashtra Central,MH,27AADCV6008R1ZR,Return credit note,38089199,"-27,233.89",,,,,8853544881,SYNGENTA INDIA LTD - Pune,Niphad,422209,,,,,0,,,,,2,467,195,285,0.025953525,0.077860575
3172472492,20,02-03-2018,5.48.58 AM,3724862,VIVEKSHIL AGRO SALES PRIVATE LTD,36684,1A,-56,KG,14,ZY61,4752,Maharashtra Central,MH,27AADCV6008R1ZR,Return credit note,38089199,"-1,66,552.94",,,,,8853544773,SYNGENTA INDIA LTD - Pune,Niphad,422209,,,,,0,,,,,2,352,352,200,0.0247808,0.3469312
3172472492,30,02-03-2018,5.48.58 AM,3724862,VIVEKSHIL AGRO SALES PRIVATE LTD,59691,96A,-32,L,8,ZY61,4752,Maharashtra Central,MH,27AADCV6008R1ZR,Return credit note,38089199,"-1,98,864.85",,,,,8853544773,SYNGENTA INDIA LTD - Pune,Niphad,422209,,,,,0,,,,,2,357,292,165,0.01720026,0.13760208
3172472492,40,02-03-2018,5.48.58 AM,3724862,VIVEKSHIL AGRO SALES PRIVATE LTD,59689,95A,-4,L,1,ZY61,4752,Maharashtra Central,MH,27AADCV6008R1ZR,Return credit note,38089199,"-25,536.60",,,,,8853544773,SYNGENTA INDIA LTD - Pune,Niphad,422209,,,,,0,,,,,2,287,237,280,0.01904532,0.01904532
3172472492,50,02-03-2018,5.48.58 AM,3724862,VIVEKSHIL AGRO SALES PRIVATE LTD,22256,47A,-130,KG,13,ZY61,4752,Maharashtra Central,MH,27AADCV6008R1ZR,Return credit note,38089290,"-1,88,651.14",,,,,8853544773,SYNGENTA INDIA LTD - Pune,Niphad,422209,,,,,0,,,,,2,507,427,335,0.072523815,0.942809595
3172472492,60,02-03-2018,5.48.58 AM,3724862,VIVEKSHIL AGRO SALES PRIVATE LTD,22247,57A,-120,KG,12,ZY61,4752,Maharashtra Central,MH,27AADCV6008R1ZR,Return credit note,38089290,"-1,80,212.77",,,,,8853544773,SYNGENTA INDIA LTD - Pune,Niphad,422209,,,,,0,,,,,2,617,397,315,0.077158935,0.92590722
3172472492,70,02-03-2018,5.48.58 AM,3724862,VIVEKSHIL AGRO SALES PRIVATE LTD,33574,13A,-32,L,8,ZY61,4752,Maharashtra Central,MH,27AADCV6008R1ZR,Return credit note,38089290,"-1,60,298.07",,,,,8853544773,SYNGENTA INDIA LTD - Pune,Niphad,422209,,,,,0,,,,,2,357,292,165,0.01720026,0.13760208
3172472492,80,02-03-2018,5.48.58 AM,3724862,VIVEKSHIL AGRO SALES PRIVATE LTD,22232,58A,-60,KG,6,ZY61,4752,Maharashtra Central,MH,27AADCV6008R1ZR,Return credit note,38089290,"-92,826.22",,,,,8853544773,SYNGENTA INDIA LTD - Pune,Niphad,422209,,,,,0,,,,,2,477,377,515,0.092611935,0.55567161
3172472515,10,02-03-2018,6.22.34 AM,3724862,VIVEKSHIL AGRO SALES PRIVATE LTD,37543,206A,-50,L,5,ZY61,4752,Maharashtra Central,MH,27AADCV6008R1ZR,Return credit note,38089290,"-2,37,363.72",,,,,8853602529,SYNGENTA INDIA LTD - Pune,Niphad,422209,,,,,0,,,,,2,392,317,225,0.0279594,0.139797
3172472600,10,02-03-2018,8.50.58 AM,3724862,VIVEKSHIL AGRO SALES PRIVATE LTD,57585,21A,-8,L,1,ZY61,4752,Maharashtra Central,MH,27AADCV6008R1ZR,Return credit note,38089199,"-72,720.01",,,,,8853577519,SYNGENTA INDIA LTD - Pune,Niphad,422209,,,,,0,,,,,2,532,272,295,0.04268768,0.04268768
3172472607,10,02-03-2018,8.56.41 AM,3724862,VIVEKSHIL AGRO SALES PRIVATE LTD,60917,180A,-180,KG,45,ZY61,4752,Maharashtra Central,MH,27AADCV6008R1ZR,Return credit note,38089199,"-8,02,265.62",,,,,8853606001,SYNGENTA INDIA LTD - Pune,Niphad,422209,,,,,0,,,,,2,477,282,225,0.03026565,1.36195425
3172472492,10,02-03-2018,5.48.58 AM,3724862,VIVEKSHIL AGRO SALES PRIVATE LTD,36683,6A,-28,KG,7,ZY61,4752,Maharashtra Central,MH,27AADCV6008R1ZR,Return credit note,38089199,"-81,063.02",,,,,8853544773,SYNGENTA INDIA LTD - Pune,Niphad,422209,,,,,0,,,,,2,417,212,258,0.022808232,0.159657624
3172472509,10,02-03-2018,6.16.18 AM,3724862,VIVEKSHIL AGRO SALES PRIVATE LTD,47946,205A,-740,L,74,ZY61,4752,Maharashtra Central,MH,27AADCV6008R1ZR,Return credit note,38089290,"-34,05,782.70",,,,,8853602530,SYNGENTA INDIA LTD - Pune,Niphad,422209,,,,,0,,,,,2,467,195,285,0.025953525,1.92056085
3172472597,10,02-03-2018,8.45.57 AM,3724862,VIVEKSHIL AGRO SALES PRIVATE LTD,47768,138A,-40,L,4,ZY61,4752,Maharashtra Central,MH,27AADCV6008R1ZR,Return credit note,38089199,"-37,580.00",,,,,8853544883,SYNGENTA INDIA LTD - Pune,Niphad,422209,,,,,0,,,,,2,392,317,225,0.0279594,0.1118376
3172472597,20,02-03-2018,8.45.57 AM,3724862,VIVEKSHIL AGRO SALES PRIVATE LTD,33163,100A,-20,L,2,ZY61,4752,Maharashtra Central,MH,27AADCV6008R1ZR,Return credit note,38089199,"-19,403.10",,,,,8853544883,SYNGENTA INDIA LTD - Pune,Niphad,422209,,,,,0,,,,,2,357,287,355,0.036372945,0.07274589
3172472618,10,02-03-2018,9.05.13 AM,3724862,VIVEKSHIL AGRO SALES PRIVATE LTD,60916,148A,-96,KG,24,ZY61,4752,Maharashtra Central,MH,27AADCV6008R1ZR,Return credit note,38089199,"-6,02,783.46",,,,,8853550645,SYNGENTA INDIA LTD - Pune,Niphad,422209,,,,,0,,,,,2,437,352,215,0.03307216,0.79373184
3172472619,10,02-03-2018,9.07.07 AM,3724862,VIVEKSHIL AGRO SALES PRIVATE LTD,52364,184A,-2,KG,1,ZY61,4752,Maharashtra Central,MH,27AADCV6008R1ZR,Return credit note,38089199,"-12,970.00",,,,,8853529539,SYNGENTA INDIA LTD - Pune,Niphad,422209,,,,,0,,,,,2,432,432,150,0.0279936,0.0279936
3172472619,20,02-03-2018,9.07.07 AM,3724862,VIVEKSHIL AGRO SALES PRIVATE LTD,55119,189A,-16,KG,4,ZY61,4752,Maharashtra Central,MH,27AADCV6008R1ZR,Return credit note,38089199,"-1,00,463.91",,,,,8853529539,SYNGENTA INDIA LTD - Pune,Niphad,422209,,,,,0,,,,,2,437,352,215,0.03307216,0.13228864
3172472851,10,02-06-2018,6.54.32 AM,3724862,VIVEKSHIL AGRO SALES PRIVATE LTD,32825,123A,-35,L,7,ZY61,4752,Maharashtra Central,MH,27AADCV6008R1ZR,Return credit note,38089290,"-1,28,091.39",,,,,8853468636,SYNGENTA INDIA LTD - Pune,Niphad,422209,,,,,0,,,,,2,260,260,285,0.019266,0.134862
3172472850,10,02-06-2018,6.52.23 AM,3724862,VIVEKSHIL AGRO SALES PRIVATE LTD,36683,6A,-4,KG,1,ZY61,4752,Maharashtra Central,MH,27AADCV6008R1ZR,Return credit note,38089199,"-12,893.59",,,,,8853518654,SYNGENTA INDIA LTD - Pune,Niphad,422209,,,,,0,,,,,2,417,212,258,0.022808232,0.022808232
3172477037,10,03-02-2018,8.40.53 AM,3724862,VIVEKSHIL AGRO SALES PRIVATE LTD,60914,177A,-10,KG,5,ZY61,4752,Maharashtra Central,MH,27AADCV6008R1ZR,Return credit note,38089199,"-66,918.90",,,,,8853577175,SYNGENTA INDIA LTD - Pune,Niphad,422209,,,,,0,,,,,3,327,312,200,0.0204048,0.102024
3172477039,10,03-02-2018,8.41.20 AM,3724862,VIVEKSHIL AGRO SALES PRIVATE LTD,60915,178A,-44,KG,22,ZY61,4752,Maharashtra Central,MH,27AADCV6008R1ZR,Return credit note,38089199,"-2,85,339.96",,,,,8853551878,SYNGENTA INDIA LTD - Pune,Niphad,422209,,,,,0,,,,,3,432,432,150,0.0279936,0.6158592
3172477041,10,03-02-2018,8.41.46 AM,3724862,VIVEKSHIL AGRO SALES PRIVATE LTD,47946,205A,-210,L,21,ZY61,4752,Maharashtra Central,MH,27AADCV6008R1ZR,Return credit note,38089290,"-9,66,505.90",,,,,8853602530,SYNGENTA INDIA LTD - Pune,Niphad,422209,,,,,0,,,,,3,467,195,285,0.025953525,0.545024025
3172477042,10,03-02-2018,8.42.18 AM,3724862,VIVEKSHIL AGRO SALES PRIVATE LTD,22256,47A,-100,KG,10,ZY61,4752,Maharashtra Central,MH,27AADCV6008R1ZR,Return credit note,38089290,"-1,45,116.25",,,,,8853577519,SYNGENTA INDIA LTD - Pune,Niphad,422209,,,,,0,,,,,3,507,427,335,0.072523815,0.72523815
3172477042,20,03-02-2018,8.42.18 AM,3724862,VIVEKSHIL AGRO SALES PRIVATE LTD,22232,58A,-40,KG,4,ZY61,4752,Maharashtra Central,MH,27AADCV6008R1ZR,Return credit note,38089290,"-61,884.15",,,,,8853577519,SYNGENTA INDIA LTD - Pune,Niphad,422209,,,,,0,,,,,3,477,377,515,0.092611935,0.37044774
3172477028,10,03-02-2018,8.38.17 AM,3724862,VIVEKSHIL AGRO SALES PRIVATE LTD,35142,114A,-10,L,1,ZY61,4752,Maharashtra Central,MH,27AADCV6008R1ZR,Return credit note,38089199,"-5,799.13",,,,,8853530122,SYNGENTA INDIA LTD - Pune,Niphad,422209,,,,,0,,,,,3,7,7,15,0.000000735,0.000000735
3172477029,10,03-02-2018,8.38.33 AM,3724862,VIVEKSHIL AGRO SALES PRIVATE LTD,33166,297A,-100,KG,10,ZY61,4752,Maharashtra Central,MH,27AADCV6008R1ZR,Return credit note,38089290,"-1,10,609.90",,,,,8853626771,SYNGENTA INDIA LTD - Pune,Niphad,422209,,,,,0,,,,,3,534,372,255,0.05065524,0.5065524
3172477036,10,03-02-2018,8.40.38 AM,3724862,VIVEKSHIL AGRO SALES PRIVATE LTD,60917,180A,-40,KG,10,ZY61,4752,Maharashtra Central,MH,27AADCV6008R1ZR,Return credit note,38089199,"-1,78,281.24",,,,,8853606001,SYNGENTA INDIA LTD - Pune,Niphad,422209,,,,,0,,,,,3,477,282,225,0.03026565,0.3026565
3172477038,10,03-02-2018,8.41.06 AM,3724862,VIVEKSHIL AGRO SALES PRIVATE LTD,60914,177A,-4,KG,2,ZY61,4752,Maharashtra Central,MH,27AADCV6008R1ZR,Return credit note,38089199,"-26,767.56",,,,,8853582656,SYNGENTA INDIA LTD - Pune,Niphad,422209,,,,,0,,,,,3,327,312,200,0.0204048,0.0408096
3172477025,10,03-02-2018,8.37.28 AM,3724862,VIVEKSHIL AGRO SALES PRIVATE LTD,40363,48A,-200,L,20,ZY61,4752,Maharashtra Central,MH,27AADCV6008R1ZR,Return credit note,38089340,"-1,59,868.55",,,,,8853629416,SYNGENTA INDIA LTD - Pune,Niphad,422209,,,,,0,,,,,3,467,195,285,0.025953525,0.5190705
3172477031,10,03-02-2018,8.39.04 AM,3724862,VIVEKSHIL AGRO SALES PRIVATE LTD,33161,149A,-150,L,15,ZY61,4752,Maharashtra Central,MH,27AADCV6008R1ZR,Return credit note,38089199,"-1,34,496.97",,,,,8853602532,SYNGENTA INDIA LTD - Pune,Niphad,422209,,,,,0,,,,,3,467,195,285,0.025953525,0.389302875
3172477032,10,03-02-2018,8.39.40 AM,3724862,VIVEKSHIL AGRO SALES PRIVATE LTD,47768,138A,-120,L,12,ZY61,4752,Maharashtra Central,MH,27AADCV6008R1ZR,Return credit note,38089199,"-1,11,355.29",,,,,8853602531,SYNGENTA INDIA LTD - Pune,Niphad,422209,,,,,0,,,,,3,392,317,225,0.0279594,0.3355128
3172477040,10,03-02-2018,8.41.32 AM,3724862,VIVEKSHIL AGRO SALES PRIVATE LTD,60915,178A,-26,KG,13,ZY61,4752,Maharashtra Central,MH,27AADCV6008R1ZR,Return credit note,38089199,"-1,68,609.97",,,,,8853550490,SYNGENTA INDIA LTD - Pune,Niphad,422209,,,,,0,,,,,3,432,432,150,0.0279936,0.3639168
3172477019,10,03-02-2018,8.35.59 AM,3724862,VIVEKSHIL AGRO SALES PRIVATE LTD,59351,103A,-28,L,7,ZY61,4752,Maharashtra Central,MH,27AADCV6008R1ZR,Return credit note,38089290,"-1,31,480.96",,,,,8853627978,SYNGENTA INDIA LTD - Pune,Niphad,422209,,,,,0,,,,,3,195,195,283,0.010761075,0.075327525
3172477024,10,03-02-2018,8.37.14 AM,3724862,VIVEKSHIL AGRO SALES PRIVATE LTD,40359,145A,-200,L,20,ZY61,4752,Maharashtra Central,MH,27AADCV6008R1ZR,Return credit note,38089340,"-1,55,071.84",,,,,8853629402,SYNGENTA INDIA LTD - Pune,Niphad,422209,,,,,0,,,,,3,272,267,335,0.02432904,0.4865808
3172477026,10,03-02-2018,8.37.42 AM,3724862,VIVEKSHIL AGRO SALES PRIVATE LTD,37662,71A,-120,L,12,ZY61,4752,Maharashtra Central,MH,27AADCV6008R1ZR,Return credit note,38089199,"-67,210.17",,,,,8853602527,SYNGENTA INDIA LTD - Pune,Niphad,422209,,,,,0,,,,,3,512,217,250,0.027776,0.333312
3172477034,10,03-02-2018,8.40.12 AM,3724862,VIVEKSHIL AGRO SALES PRIVATE LTD,33161,149A,-10,L,1,ZY61,4752,Maharashtra Central,MH,27AADCV6008R1ZR,Return credit note,38089199,"-9,077.97",,,,,8853530122,SYNGENTA INDIA LTD - Pune,Niphad,422209,,,,,0,,,,,3,467,195,285,0.025953525,0.025953525
3172477035,10,03-02-2018,8.40.26 AM,3724862,VIVEKSHIL AGRO SALES PRIVATE LTD,60916,148A,-80,KG,20,ZY61,4752,Maharashtra Central,MH,27AADCV6008R1ZR,Return credit note,38089199,"-3,67,590.58",,,,,,SYNGENTA INDIA LTD - Pune,Niphad,422209,,,,,0,,,,,3,437,352,215,0.03307216,0.6614432
3172477043,10,03-02-2018,8.42.33 AM,3724862,VIVEKSHIL AGRO SALES PRIVATE LTD,22256,47A,-10,KG,1,ZY61,4752,Maharashtra Central,MH,27AADCV6008R1ZR,Return credit note,38089290,"-14,511.63",,,,,8853544773,SYNGENTA INDIA LTD - Pune,Niphad,422209,,,,,0,,,,,3,507,427,335,0.072523815,0.072523815
3172477020,10,03-02-2018,8.36.17 AM,3724862,VIVEKSHIL AGRO SALES PRIVATE LTD,59352,137A,-28,L,7,ZY61,4752,Maharashtra Central,MH,27AADCV6008R1ZR,Return credit note,38089290,"-1,35,630.61",,,,,8853627958,SYNGENTA INDIA LTD - Pune,Niphad,422209,,,,,0,,,,,3,342,182,240,0.01493856,0.10456992
3172477027,10,03-02-2018,8.37.58 AM,3724862,VIVEKSHIL AGRO SALES PRIVATE LTD,33161,149A,-100,L,10,ZY61,4752,Maharashtra Central,MH,27AADCV6008R1ZR,Return credit note,38089199,"-89,664.65",,,,,8853626908,SYNGENTA INDIA LTD - Pune,Niphad,422209,,,,,0,,,,,3,467,195,285,0.025953525,0.25953525
3172477027,20,03-02-2018,8.37.58 AM,3724862,VIVEKSHIL AGRO SALES PRIVATE LTD,37662,71A,-230,L,23,ZY61,4752,Maharashtra Central,MH,27AADCV6008R1ZR,Return credit note,38089199,"-1,28,819.47",,,,,8853626908,SYNGENTA INDIA LTD - Pune,Niphad,422209,,,,,0,,,,,3,512,217,250,0.027776,0.638848
3172477033,10,03-02-2018,8.39.56 AM,3724862,VIVEKSHIL AGRO SALES PRIVATE LTD,47768,138A,-80,L,8,ZY61,4752,Maharashtra Central,MH,27AADCV6008R1ZR,Return credit note,38089199,"-74,236.86",,,,,8853626912,SYNGENTA INDIA LTD - Pune,Niphad,422209,,,,,0,,,,,3,392,317,225,0.0279594,0.2236752
3172477022,10,03-02-2018,8.36.43 AM,3724862,VIVEKSHIL AGRO SALES PRIVATE LTD,55644,68A,-250,L,25,ZY61,4752,Maharashtra Central,MH,27AADCV6008R1ZR,Return credit note,38089290,"-1,01,771.60",,,,,8853446522,SYNGENTA INDIA LTD - Pune,Niphad,422209,,,,,0,,,,,3,512,217,230,0.02555392,0.638848
3172477023,10,03-02-2018,8.36.58 AM,3724862,VIVEKSHIL AGRO SALES PRIVATE LTD,56267,146A,-50,L,5,ZY61,4752,Maharashtra Central,MH,27AADCV6008R1ZR,Return credit note,38089199,"-26,919.81",,,,,8853613159,SYNGENTA INDIA LTD - Pune,Niphad,422209,,,,,0,,,,,3,347,157,380,0.02070202,0.1035101
3172477030,10,03-02-2018,8.38.48 AM,3724862,VIVEKSHIL AGRO SALES PRIVATE LTD,17389,231A,-100,KG,10,ZY61,4752,Maharashtra Central,MH,27AADCV6008R1ZR,Return credit note,38089290,"-1,14,706.93",,,,,8853602357,SYNGENTA INDIA LTD - Pune,Niphad,422209,,,,,0,,,,,3,522,262,390,0.05333796,0.5333796
3172477018,10,03-02-2018,8.35.42 AM,3724862,VIVEKSHIL AGRO SALES PRIVATE LTD,36685,4A,-40,KG,10,ZY61,4752,Maharashtra Central,MH,27AADCV6008R1ZR,Return credit note,38089199,"-1,22,128.45",,,,,8853544799,SYNGENTA INDIA LTD - Pune,Niphad,422209,,,,,0,,,,,3,435,330,233,0.03344715,0.3344715
3172477021,10,03-02-2018,8.36.29 AM,3724862,VIVEKSHIL AGRO SALES PRIVATE LTD,55644,68A,-250,L,25,ZY61,4752,Maharashtra Central,MH,27AADCV6008R1ZR,Return credit note,38089290,"-1,04,045.61",,,,,8853468582,SYNGENTA INDIA LTD - Pune,Niphad,422209,,,,,0,,,,,3,512,217,230,0.02555392,0.638848
3172478433,10,3/15/2018,5.34.44 AM,3724862,VIVEKSHIL AGRO SALES PRIVATE LTD,60916,148A,-60,KG,15,ZY61,4752,Maharashtra Central,MH,27AADCV6008R1ZR,Return credit note,38089199,"-2,75,692.94",,,,,8853605905,SYNGENTA INDIA LTD - Pune,Niphad,422209,,,,,0,,,,,3,437,352,215,0.03307216,0.4960824
